"car_park_no","address","x_coord","y_coord","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","combined_coords","converted_combined_coords","central"
"U56","BLK 443 BUKIT BATOK WEST AVE 8","17317.6560","37581.4848","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","37581.4848 17317.6560","103.73733078865925 1.3561462048594244","No"
"U57","BLK 293 BUKIT BATOK ST 21","19323.1576","36459.7662","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","36459.7662 19323.1576","103.75535183241456 1.3460024420437309","No"
"U58","BLK 448 BT BATOK WEST AVE 9","17668.5683","37144.9669","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","37144.9669 17668.5683","103.74048411069285 1.3521986213490842","No"
"U59","BLK 292 BUKIT BATOK EAST AVE 6","19325.1186","36287.3630","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","36287.3630 19325.1186","103.75536950267788 1.3444432907744668","No"
"U6","BLK 150/158 BUKIT BATOK STREET 11","18071.3516","36683.9531","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 1PM-10.30PM","YES","0","9.99","N","36683.9531 18071.3516","103.74410352317251 1.3480295181731001","No"
"U60","BLK 451 BUKIT BATOK WEST AVE 6","18060.8019","37237.9017","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","37237.9017 18060.8019","103.74400854476245 1.3530392226587296","No"
"U61","BLK440 BUKIT BATOK WEST AVE 8","17534.7152","37528.3789","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","37528.3789 17534.7152","103.73928122312529 1.355666011714308","No"
"U62","BLK 453 BUKIT BATOK WEST AVE 6","17844.6833","37081.9943","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.15","N","37081.9943 17844.6833","103.74206663560328 1.351629180675143","No"
"U63","BLK 377A BUKIT BATOK ST 31","18710.2749","37928.4781","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","3","2.15","N","37928.4781 18710.2749","103.74984425559444 1.3592847521921216","No"
"U64","BLK 461 BUKIT BATOK WEST AVE 8","17583.3446","37408.1445","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","37408.1445 17583.3446","103.73971823110486 1.3545786731075926","No"
"U65","BLK 439 BUKIT BATOK WEST AVE 8","17615.8232","37714.9240","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","37714.9240 17615.8232","103.74000996570274 1.3573530852890416","No"
"U66","BLK 436 BUKIT BATOK WEST AVE 5","17566.9792","37864.5832","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","15","2.15","N","37864.5832 17566.9792","103.73957101868753 1.3587065308718134","No"
"U67","BLK 432 BUKIT BATOK WEST AVENUE 8","17873.2383","38065.8645","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","12","2.15","N","38065.8645 17873.2383","103.74232288778495 1.3605269508051991","No"
"U68","BLK 460 BUKIT BATOK WEST AVE 8","17588.9545","37339.3644","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","37339.3644 17588.9545","103.73976866347196 1.35395665315986","No"
"U69","BLK 467 BUKIT BATOK WEST AVE 9","18000.4363","37685.2975","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","2.20","N","37685.2975 18000.4363","103.74346597267866 1.3570852858259217","No"
"U7","BLK 159/164 BUKIT BATOK STREET 11","17847.5676","36758.9474","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","9.99","N","36758.9474 17847.5676","103.74209266176028 1.3487076641120468","No"
"U70","BLK 463 BUKIT BATOK ST 41","17773.0352","37655.3275","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","6","2.15","N","37655.3275 17773.0352","103.74142263735433 1.3568141709085402","No"
"U8","BLK 165/168 BUKIT BATOK WEST AVENUE 8","17825.5193","36588.0340","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","36588.0340 17825.5193","103.74189460190108 1.347161978578856","No"
"U9","BLK 169/177 BUKIT BATOK WEST AVENUE 8","17748.6389","36445.3951","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36445.3951 17748.6389","103.74120383317222 1.3458719785511368","No"
"WCB","BLK 261/262/264 WATERLOO BASEMENT CAR PARK","30072.1484","31241.1484","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","1","1.90","Y","31241.1484 30072.1484","103.85193775629844 1.298808293680487","Yes"
"WCC","900 SOUTH WOODLANDS DR","22802.4706","46289.7139","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","2","2.15","Y","46289.7139 22802.4706","103.78661383499852 1.434901737416899","No"
"WDB1","BLK 104 WHAMPOA DRIVE","30217.5260","33669.5658","BASEMENT CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","1","2.15","Y","33669.5658 30217.5260","103.85324421211679 1.320770032841026","No"
"W10","BLK 4/5 MARSILING ROAD","21545.6709","46781.8077","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","46781.8077 21545.6709","103.77532018596393 1.439351793005663","No"
"W100","BLK 537-547 WOODLANDS DRIVE 16","23428.6148","45604.4370","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","NO","NO","0","4.50","N","45604.4370 23428.6148","103.79224044528144 1.4287044514208955","No"
"W101","BLK 686 WOODLANDS DRIVE 73","24936.0215","47134.7585","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","2.15","N","47134.7585 24936.0215","103.80578572471465 1.4425443267234446","No"
"W102","BLK 687 WOODLANDS DRIVE 75","25028.4866","46986.6400","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","46986.6400 25028.4866","103.8066166299334 1.4412048068517598","No"
"W103","BLK 766A WOODLANDS CIRCLE","23995.6932","47488.7994","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","12","2.15","N","47488.7994 23995.6932","103.79733590276847 1.4457460247850313","No"
"W104","BLK 688 WOODLANDS DR 75","25131.0901","47292.9142","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","47292.9142 25131.0901","103.80753859127638 1.4439746500165007","No"
"W105","BLK 689 WOODLANDS DR 75","25278.0655","47369.5027","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","47369.5027 25278.0655","103.8088593028172 1.4446673032445205","No"
"W106","BLK 690 WOODLANDS DRIVE 75","25235.6886","47178.0376","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","47178.0376 25235.6886","103.80847852325738 1.4429357583642515","No"
"W107","BLK 569A-569B CHAMPIONS WAY","23134.4358","45725.6660","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","45725.6660 23134.4358","103.78959695405756 1.4298007532188757","No"
"W108","BLK 302A WOODLANDS STREET 31","21543.8287","45922.7283","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","2.40","N","45922.7283 21543.8287","103.77530382788179 1.4315825936751374","No"
"W109","BLK 764B WOODLANDS CIRCLE","23995.7850","47408.7711","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","0","0.00","N","47408.7711 23995.7850","103.79733673907886 1.4450222780478066","No"
"W11","BLK 22/27 MARSILING DRIVE","21255.3672","47104.1328","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","47104.1328 21255.3672","103.77271145021486 1.4422667144042827","No"
"W11M","BLK 29A MARSILING DR","21271.5200","47154.7049","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","12","2.15","N","47154.7049 21271.5200","103.7728565868057 1.442724073759283","No"
"W12M","BLK 34A MARSILING DR","21198.8774","47366.6434","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","11","2.15","N","47366.6434 21198.8774","103.77220377085833 1.4446407499951675","No"
"W13","BLK 201/206 MARSILING DRIVE","21488.6740","47244.6194","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","47244.6194 21488.6740","103.77480790698245 1.4435372787951026","No"
"W14","BLK 210/218 MARSILING CRESCENT","21284.6738","47633.2891","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","0.00","N","47633.2891 21284.6738","103.77297467231791 1.447052216292998","No"
"W16","MARSILING INDUSTRIAL EST","22275.6094","46924.5039","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","46924.5039 22275.6094","103.78187935887446 1.440642443577247","No"
"W17","BLK 101-113 WOODLANDS ST 13","22249.7662","46486.5748","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","46486.5748 22249.7662","103.7816472217671 1.4366819678680178","No"
"W18","BLK 114-133 MARSILING RISE","22115.7552","46747.5940","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","46747.5940 22115.7552","103.78044295062529 1.4390425021739437","No"
"W181","BLK 181 MARSILING ROAD","21988.2079","46815.1990","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","3","2.15","N","46815.1990 21988.2079","103.77929680078367 1.4396538699810133","No"
"W182","BLK 182 WOODLANDS STREET 13","21621.1257","46318.1491","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","46318.1491 21621.1257","103.77599832470004 1.4351586520067257","No"
"W185","BLK 185 WOODLANDS STREET 13","21673.9257","46440.8216","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","46440.8216 21673.9257","103.77647275536083 1.4362680690280478","No"
"W19","BLK 134-143 MARSILING RD","21755.7880","46587.4955","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","46587.4955 21755.7880","103.77720833374295 1.4375945522901385","No"
"W20","BLK 144-166 WOODLANDS ST 13","21482.2371","46304.8149","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","46304.8149 21482.2371","103.77475028200838 1.4350380305719783","No"
"W21","BLK 167-179 WOODLANDS ST 13","21847.2739","46264.6640","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","46264.6640 21847.2739","103.77803049237724 1.434675002710207","No"
"W23","BLK 336-350 WOODLANDS STREET 32","22191.7187","45992.2266","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","45992.2266 22191.7187","103.78112571086996 1.4322112517049563","No"
"W23T","BLK 344 WOODLANDS STREET 32","22109.3581","45893.4989","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","NO","YES","0","0.00","N","45893.4989 22109.3581","103.78038564415145 1.4313183774184235","No"
"W24","BLK 321-335 WOODLANDS STREET 32","21992.0066","45860.9547","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","45860.9547 21992.0066","103.77933113821558 1.4310240348406782","No"
"W25","BLK 307-320 WOODLANDS AVENUE 1","21642.9242","45782.9456","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","45782.9456 21642.9242","103.7761943248137 1.4303184726534417","No"
"W26","BLK 301/302 WOODLANDS ST 31","21430.5762","45933.9805","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO","0","4.50","N","45933.9805 21430.5762","103.77428614577339 1.4316843283020781","No"
"W27","BLK 303 WOODLANDS ST 31","21388.7832","45861.0977","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO","0","4.50","N","45861.0977 21388.7832","103.7739106135832 1.4310251932285878","No"
"W28","BLK 304/305 WOODLANDS ST 31","21382.8242","45760.7109","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","0","4.50","N","45760.7109 21382.8242","103.77385708979327 1.4301173304284711","No"
"W29","BLK 306/306A WOODLANDS ST 31","21484.0352","45758.1875","SURFACE CAR PARK","COUPON PARKING","NO","NO","NO","0","4.50","N","45758.1875 21484.0352","103.77476656516593 1.4300945332560202","No"
"W3","BLK 4A/6A WOODLANDS CENTRE ROAD","20906.7446","46925.2015","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","NO","YES","0","4.50","N","46925.2015 20906.7446","103.76957878115822 1.4406484395019048","No"
"W30","BLK 305 WOODLANDS ST 31","21406.3320","45779.8253","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","3","2.00","N","45779.8253 21406.3320","103.77406832476404 1.430290199551382","No"
"W36","BLK 801-810 WOODLANDS STREET 81","22780.8105","47005.8672","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","47005.8672 22780.8105","103.78641906620277 1.4413783621115424","No"
"W37","BLK 816-821 WOODLANDS STREET 82","23227.4135","47060.8098","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","47060.8098 23227.4135","103.79043221999984 1.4418753225467176","No"
"W39","BLK 830-836 WOODLANDS STREET 83","23315.9648","46842.4180","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","46842.4180 23315.9648","103.79122797617183 1.4399002817927804","No"
"W4","BLK 6/7 MARSILING DRIVE","21704.3672","47125.2891","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","47125.2891 21704.3672","103.77674614865364 1.442458148750923","No"
"W4M","BLK 7A MARSILING DRIVE","21619.4951","47025.8162","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","47025.8162 21619.4951","103.77598351244053 1.4415585331685616","No"
"W40","BLK 837-850 WOODLANDS STREET 82","23403.6522","47029.9515","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","47029.9515 23403.6522","103.7920159018694 1.4415962808227651","No"
"W41","BLK 851-856 WOODLANDS STREET 83","23548.9652","46854.6331","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","46854.6331 23548.9652","103.7933217086181 1.440010788645252","No"
"W43","BLK 406A WOODLANDS STREET 41","21182.9312","45692.8787","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","10","2.00","N","45692.8787 21182.9312","103.77206088192716 1.4295038333628696","No"
"W44","BLK 413A WOODLANDS STREET 41","21205.5217","45525.4699","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","45525.4699 21205.5217","103.77226391845845 1.4279898550324335","No"
"W45","BLK 421A WOODLANDS STREET 41","21528.0175","45524.5271","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","45524.5271 21528.0175","103.77516184012643 1.427981404325167","No"
"W46","BLK 426A WOODLANDS STREET 41","21362.6102","45378.0962","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","10","2.15","N","45378.0962 21362.6102","103.77367553747698 1.4266570986026135","No"
"W47","WOODLANDS INDUSTRIAL PARK E","24046.4777","48144.5361","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO","0","0.00","N","48144.5361 24046.4777","103.79779215949502 1.4516762753721493","No"
"W48","BLK 874A WOODLANDS STREET 81","23070.9310","47203.7395","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","47203.7395 23070.9310","103.7890260469373 1.4431678994120087","No"
"W49","BLK 839A WOODLANDS STREET 82","23405.0247","47174.9596","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","47174.9596 23405.0247","103.79202821147746 1.442907681358222","No"
"W5","BLK 10/13 MARSILING LANE","21865.5141","46936.8596","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","46936.8596 21865.5141","103.7781942519941 1.4407540972608288","No"
"W5M","BLK 13A MARSILING LANE","21927.7465","47034.7509","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.15","N","47034.7509 21927.7465","103.77875344943092 1.44163940382","No"
"W50","BLK 846A WOODLANDS AVENUE 4","23590.4851","47176.9397","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","47176.9397 23590.4851","103.79369475477213 1.4429256184927512","No"
"W505","BLK 505A WOODLANDS DRIVE 14","23357.8610","45984.0543","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","45984.0543 23357.8610","103.79160459490237 1.4321375604817526","No"
"W509","BLK 509A WOODLANDS DRIVE 14","23101.6173","46110.9586","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","46110.9586 23101.6173","103.78930198286736 1.4332851933446518","No"
"W51","BLK 866A WOODLANDS STREET 83","23472.5842","47106.6555","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","47106.6555 23472.5842","103.79263531082324 1.4422899750242872","No"
"W516","BLK 516A WOODLANDS DRIVE 14","23265.6873","46208.4999","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","46208.4999 23265.6873","103.79077629022994 1.434167349343268","No"
"W517","BLK 517A WOODLANDS DRIVE 14","23348.3676","46205.9810","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","46205.9810 23348.3676","103.7915192513934 1.434144583108924","No"
"W519","BLK 519A WOODLANDS DRIVE 14","23440.3014","46253.1124","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","46253.1124 23440.3014","103.79234535601525 1.4345708373489494","No"
"W52","BLK 823A WOODLANDS STREET 82","23122.1725","47008.0730","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.00","N","47008.0730 23122.1725","103.78948653597357 1.4413983720664565","No"
"W521","BLK 521A WOODLANDS DRIVE 14","23581.4144","46183.1367","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","46183.1367 23581.4144","103.7936134010419 1.4339380251133966","No"
"W523","BLK 523A WOODLANDS DRIVE 14","23613.7100","46071.6238","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","46071.6238 23613.7100","103.7939036248058 1.4329295481086504","No"
"W525","BLK 525A WOODLANDS DRIVE 14","23506.2589","46033.5570","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","46033.5570 23506.2589","103.79293808149389 1.4325852689082725","No"
"W527","BLK 527A WOODLANDS DRIVE 14","23463.7611","45965.5899","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","45965.5899 23463.7611","103.79255620965692 1.431970592407991","No"
"W53","BLK 881A WOODLANDS STREET 82","23338.8254","47350.3849","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","47350.3849 23338.8254","103.79143331679907 1.444494152740706","No"
"W536","BLK 536A WOODLANDS DRIVE 14","23348.8456","45873.6556","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","45873.6556 23348.8456","103.79152360115765 1.4311391533760722","No"
"W54","BLK 824A WOODLANDS STREET 81","23076.3795","46789.1914","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.00","N","46789.1914 23076.3795","103.78907507943342 1.439418878830242","No"
"W546","BLK 546A WOODLANDS DRIVE 16","23558.6725","45719.8134","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","12","2.15","N","45719.8134 23558.6725","103.79340911605198 1.4297478943267081","No"
"W549","BLK 549A WOODLANDS DRIVE 44","23728.4290","46002.0615","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","46002.0615 23728.4290","103.79493449356093 1.4323004696114006","No"
"W55","BLK 859A WOODLANDS STREET 83","23683.3329","46831.8539","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","46831.8539 23683.3329","103.79452913617193 1.4398048028708437","No"
"W554","BLK 554A WOODLANDS DRIVE 53","23871.6965","46028.6081","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","46028.6081 23871.6965","103.79622188281198 1.4325405687426174","No"
"W56","BLK 891C WOODLANDS DRIVE 50","23342.6004","46649.9806","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.15","N","46649.9806 23342.6004","103.79146735457682 1.4381599526095135","No"
